Item_id,Item,Store ,suplier,suplier location ,quantity,Item sold,purchase price,total cost,sold price ,Discounts,total sales ,Date,Month Number,Month Name,Year,product feedback,other feedback
1255,Wild Salmon,Fish Market, Complete Food Services , Western Australia  ,2877,2872, $4.00 ," $11,508.00 ", $4.95 , $-   ," $14,216.40 ",14/5/2021,10, October ,2021,strongly diagree,I like your product 
1256,Oranges,Grocery, Japan Foods Trading , South Australia  ,2729,2724, $2.50 ," $6,822.50 ", $3.45 , $-   ," $9,397.80 ",15/5/2021,12, December ,2021,strongly agree,bad quality 
1257,Apples,Orchard, Basfoods Direct , Northern Territory ,266,261, $5.00 ," $1,330.00 ", $5.95 , $-   ," $1,552.95 ",16/5/2021,12, December ,2021,strongly diagree,good quality 
1258,Bananas,Grocery, Kahvecioglu Grand Foods , The Australian Capital Territory ,1940,1935, $11.00 ," $21,340.00 ", $11.95 , $-   ," $23,123.25 ",17/5/2021,12, December ,2021,agree,tasty 
1259,Oranges,Grocery, NSM Foods Direct to Public Outlet Store , NSW  ,259,254, $7.00 ," $1,813.00 ", $7.95 , $-   ," $2,019.30 ",18/5/2021,3, March ,2021,disagree,I like your product 
1260,Apples,Orchard, Bera Foods Wholesalers , Queensland ,1101,1096, $6.00 ," $6,606.00 ", $6.95 , $-   ," $7,617.20 ",19/5/2021,3, March ,2021,strongly agree,I don't like this product 
1261,Bananas,Grocery, Grocery Industries Australia Pty Ltd , Tasmania ,2276,2271, $4.25 ," $9,673.00 ", $5.20 , $-   ," $11,809.20 ",20/5/2021,5, May ,2021,strongly diagree,prodict not receive ontime
1262,Lettuce,Market, Complete Food Services , Western Australia  ,2966,2961, $12.00 ," $35,592.00 ", $12.95 , $-   ," $38,344.95 ",21/5/2021,10, October ,2021,agree,receive ontime 
1263,Tomatoes,Market, Japan Foods Trading , South Australia  ,1236,1231, $20.00 ," $24,720.00 ", $20.95 , $-   ," $25,789.45 ",22/5/2021,11, November ,2021,disagree,I like your product 
1264,Squash,Market, Basfoods Direct , Northern Territory ,941,936, $11.80 ," $11,099.99 ", $12.75 , $-   ," $11,930.21 ",23/5/2021,11, November ,2021,Extremely Poor,I don't like this product 
1265,Celery,Grocery, Grocery Industries Australia Pty Ltd , The Australian Capital Territory ,1916,1911, $12.49 ," $23,928.87 ", $13.44 , $-   ," $25,681.87 ",24/5/2021,12, December ,2021,strongly agree,product not receive ontime
1266,Cucumber,Market, Complete Food Services , NSW  ,4243.5,4238.5, $13.18 ," $55,937.75 ", $14.13 , $-   ," $59,898.42 ",25/5/2021,4, April ,2021,strongly diagree,receive ontime 
1267,Mushrooms,Grocery, Japan Foods Trading , Queensland ,2580,2575, $13.88 ," $35,797.50 ", $14.83 , $-   ," $38,174.38 ",26/5/2021,4, April ,2021,strongly diagree,I like your product 
1268,Milk ,Home Delivery, Basfoods Direct , Tasmania ,689,684, $14.57 ," $10,037.36 ", $15.52 , $-   ," $10,614.32 ",27/5/2021,6, June ,2021,agree,I don't like this product 
1269,Cheese,Home Delivery, Kahvecioglu Grand Foods , Western Australia  ,1947,1942, $15.26 ," $29,713.22 ", $16.21 , $-   ," $31,481.82 ",28/5/2021,9, September ,2021,strongly diagree,product was very fresh thanks
1270,Eggs,Home Delivery, NSM Foods Direct to Public Outlet Store , South Australia  ,908,903, $15.95 ," $14,486.27 ", $16.90 , $-   ," $15,264.35 ",29/5/2021,12, December ,2021,strongly diagree,product was notvery fresh thanks
1271,Cottage cheese,Home Delivery, Bera Foods Wholesalers , Northern Territory ,1958,1953, $16.65 ," $32,594.94 ", $17.60 , $-   ," $34,367.06 ",30/5/2021,2, February ,2021,agree,product was very fresh thanks
1272,Sour cream,Home Delivery, Royal Foods Australia Pty. Ltd. , NSW  ,1901,1896, $3.00 ," $5,703.00 ", $3.95 , $-   ," $7,489.20 ",31/5/2021,6, June ,2021,disagree,I like your product 
1273,Yogurt,Grocery, Real Food Distributors , Queensland ,544,539, $2.00 ," $1,088.00 ", $2.95 , $-   ," $1,590.05 ",1/6/2021,9, September ,2021,strongly agree,I don't like this product 
1274,Beef,Market, Quality Foods , Tasmania ,1797,1792, $1.50 ," $2,695.50 ", $2.45 , $-   ," $4,390.40 ",2/6/2021,9, September ,2021,strongly diagree,product not receive ontime
1275,Wild Salmon,Fish Market, First Ray , Western Australia  ,1287,1282, $1.75 ," $2,252.25 ", $2.70 , $-   ," $3,461.40 ",3/6/2021,12, December ,2021,agree,receive ontime 
1276,Oranges,Grocery, Mediterranean Wholesalers , South Australia  ,1706,1701, $2.00 ," $3,412.00 ", $2.95 , $-   ," $5,017.95 ",4/6/2021,12, December ,2021,disagree,I like your product 
1277,Apples,Orchard, Bruno Fine Foods , Northern Territory ,2434.5,2429.5, $5.00 ," $12,172.50 ", $5.95 , $-   ," $14,455.53 ",5/6/2021,1, January ,2021,Extremely Poor,I don't like this product 
1278,Bananas,Grocery, Basfoods Direct - Somerton Store , The Australian Capital Territory ,1774,1769, $4.00 ," $7,096.00 ", $4.95 , $-   ," $8,756.55 ",6/6/2021,3, March ,2021,strongly agree,product was very fresh thanks
1279,Lettuce,Market, Glendal Foods , NSW  ,1901,1896, $3.50 ," $6,653.50 ", $4.45 , $-   ," $8,437.20 ",7/6/2021,6, June ,2021,strongly diagree,product was notvery fresh thanks
1280,Tomatoes,Market, Grocery Industries Australia Pty Ltd , Queensland ,689,684, $4.00 ," $2,756.00 ", $4.95 , $-   ," $3,385.80 ",8/6/2021,6, June ,2021,strongly diagree,product was very fresh thanks
1281,Squash,Market, Complete Food Services , Tasmania ,1570,1565, $2.50 ," $3,925.00 ", $3.45 , $-   ," $5,399.25 ",9/6/2021,6, June ,2021,agree,product was not very fresh thanks
1282,Oranges,Grocery, Japan Foods Trading , Western Australia  ,1369.5,1364.5, $5.00 ," $6,847.50 ", $5.95 , $-   ," $8,118.78 ",10/6/2021,7, July ,2021,disagree,prodict not receive ontime
1283,Apples,Orchard, Basfoods Direct , South Australia  ,2009,2004, $11.00 ," $22,099.00 ", $11.95 , $-   ," $23,947.80 ",11/6/2021,10, October ,2021,strongly agree,customer service was very friendly 
1284,Bananas,Grocery, Kahvecioglu Grand Foods , NSW  ,1945,1940, $7.00 ," $13,615.00 ", $7.95 , $-   ," $15,423.00 ",12/6/2021,10, October ,2021,strongly diagree,no one response my email
1285,Lettuce,Market, NSM Foods Direct to Public Outlet Store , Queensland ,1287,1282, $6.00 ," $7,722.00 ", $6.95 , $-   ," $8,909.90 ",13/6/2021,12, December ,2021,agree,"there was an issue with my order, team resolve very quickly"
1286,Tomatoes,Market, Bera Foods Wholesalers , Tasmania ,1706,1701, $4.25 ," $7,250.50 ", $5.20 , $-   ," $8,845.20 ",14/6/2021,12, December ,2021,disagree,I like your product 
1287,Squash,Market, Grocery Industries Australia Pty Ltd , Western Australia  ,2009,2004, $12.00 ," $24,108.00 ", $12.95 , $-   ," $25,951.80 ",15/6/2021,10, October ,2021,Extremely Poor,I don't like this product 
1288,Celery,Grocery, Complete Food Services , South Australia  ,2844,2839, $20.00 ," $56,880.00 ", $20.95 , $-   ," $59,477.05 ",16/6/2021,2, February ,2021,strongly agree,product not receive ontime
1289,Cucumber,Market, Japan Foods Trading , NSW  ,1916,1911, $11.80 ," $22,601.05 ", $12.75 , $-   ," $24,357.52 ",17/6/2021,4, April ,2021,strongly diagree,receive ontime 
1290,Mushrooms,Grocery, Basfoods Direct , Queensland ,1570,1565, $12.49 ," $19,607.68 ", $13.44 , $-   ," $21,031.99 ",18/6/2021,6, June ,2021,strongly diagree,I like your product 
1291,Milk ,Home Delivery, Kahvecioglu Grand Foods , Tasmania ,1874,1869, $13.18 ," $24,703.04 ", $14.13 , $-   ," $26,412.68 ",19/6/2021,8, August ,2021,agree,I don't like this product 
1292,Cheese,Home Delivery, NSM Foods Direct to Public Outlet Store , Western Australia  ,1642,1637, $13.88 ," $22,782.75 ", $14.83 , $-   ," $24,268.53 ",20/6/2021,8, August ,2021,disagree,product was very fresh thanks
1293,Eggs,Home Delivery, Bera Foods Wholesalers , South Australia  ,1945,1940, $14.57 ," $28,334.79 ", $15.52 , $-   ," $30,104.95 ",21/6/2021,10, October ,2021,strongly agree,product was notvery fresh thanks
1294,Cottage cheese,Home Delivery, Royal Foods Australia Pty. Ltd. , Northern Territory ,831,826, $15.26 ," $12,681.92 ", $16.21 , $-   ," $13,390.31 ",22/6/2021,5, May ,2021,strongly diagree,product was very fresh thanks
1295,Sour cream,Home Delivery, Real Food Distributors , The Australian Capital Territory ,1760,1755, $15.95 ," $28,079.12 ", $16.90 , $-   ," $29,666.60 ",23/6/2021,9, September ,2021,agree,product was not very fresh thanks
1296,Yogurt,Grocery, Quality Foods , Northern Territory ,3850.5,3845.5, $16.65 ," $64,099.50 ", $17.60 , $-   ," $67,669.49 ",24/6/2021,4, April ,2021,disagree,prodict not receive ontime
1297,Beef,Market, First Ray , The Australian Capital Territory ,2479,2474, $3.00 ," $7,437.00 ", $3.95 , $-   ," $9,772.30 ",25/6/2021,1, January ,2021,Extremely Poor,customer service was very friendly 
1298,Wild Salmon,Fish Market, Mediterranean Wholesalers , NSW  ,2031,2026, $2.00 ," $4,062.00 ", $2.95 , $-   ," $5,976.70 ",26/6/2021,10, October ,2021,strongly agree,no one response my email
1299,Oranges,Grocery, Bruno Fine Foods , Queensland ,2031,2026, $1.50 ," $3,046.50 ", $2.45 , $-   ," $4,963.70 ",27/6/2021,10, October ,2021,strongly diagree,"there was an issue with my order, team resolve very quickly"
1300,Apples,Orchard, Basfoods Direct - Somerton Store , Tasmania ,2261,2256, $1.75 ," $3,956.75 ", $2.70 , $-   ," $6,091.20 ",28/6/2021,12, December ,2021,strongly diagree,I like your product 
1301,Bananas,Grocery, Glendal Foods , Western Australia  ,736,731, $2.00 ," $1,472.00 ", $2.95 , $-   ," $2,156.45 ",29/6/2021,9, September ,2021,agree,bad quality 
1302,Lettuce,Market, Grocery Industries Australia Pty Ltd , South Australia  ,2851,2846, $5.00 ," $14,255.00 ", $5.95 , $-   ," $16,933.70 ",30/6/2021,10, October ,2021,disagree,good quality 
1303,Tomatoes,Market, Complete Food Services , Northern Territory ,2021,2016, $4.00 ," $8,084.00 ", $4.95 , $-   ," $9,979.20 ",1/7/2021,10, October ,2021,strongly agree,tasty 
1304,Squash,Market, Japan Foods Trading , The Australian Capital Territory ,274,269, $3.50 , $959.00 , $4.45 , $-   ," $1,197.05 ",2/7/2021,12, December ,2021,strongly diagree,I like your product 
1305,Oranges,Grocery, Basfoods Direct , NSW  ,1967,1962, $4.00 ," $7,868.00 ", $4.95 , $-   ," $9,711.90 ",3/7/2021,3, March ,2021,agree,I don't like this product 
1306,Oranges,Grocery, Kahvecioglu Grand Foods , Queensland ,1859,1854, $2.50 ," $4,647.50 ", $3.45 , $-   ," $6,396.30 ",4/7/2021,8, August ,2021,disagree,prodict not receive ontime
1307,Apples,Orchard, NSM Foods Direct to Public Outlet Store , Tasmania ,2851,2846, $5.00 ," $14,255.00 ", $5.95 , $-   ," $16,933.70 ",5/7/2021,10, October ,2021,Extremely Poor,receive ontime 
1308,Bananas,Grocery, Bera Foods Wholesalers , Western Australia  ,2021,2016, $11.00 ," $22,231.00 ", $11.95 , $-   ," $24,091.20 ",6/7/2021,10, October ,2021,strongly agree,I like your product 
1309,Lettuce,Market, Grocery Industries Australia Pty Ltd , South Australia  ,1138,1133, $7.00 ," $7,966.00 ", $7.95 , $-   ," $9,007.35 ",7/7/2021,12, December ,2021,strongly diagree,I don't like this product 
1310,Tomatoes,Market, Complete Food Services , Northern Territory ,4251,4246, $6.00 ," $25,506.00 ", $6.95 , $-   ," $29,509.70 ",8/7/2021,1, January ,2021,strongly diagree,product not receive ontime
1311,Squash,Market, Japan Foods Trading , The Australian Capital Territory ,795,790, $4.25 ," $3,378.75 ", $5.20 , $-   ," $4,108.00 ",9/7/2021,3, March ,2021,agree,receive ontime 
1312,Celery,Grocery, Basfoods Direct , NSW  ,1414.5,1409.5, $12.00 ," $16,974.00 ", $12.95 , $-   ," $18,253.03 ",10/7/2021,4, April ,2021,disagree,I like your product 
1313,Cucumber,Market, Kahvecioglu Grand Foods , Queensland ,2918,2913, $20.00 ," $58,360.00 ", $20.95 , $-   ," $61,027.35 ",11/7/2021,5, May ,2021,strongly agree,I don't like this product 
1314,Mushrooms,Grocery, NSM Foods Direct to Public Outlet Store , Tasmania ,3450,3445, $11.80 ," $40,696.05 ", $12.75 , $-   ," $43,909.82 ",12/7/2021,7, July ,2021,strongly diagree,product was very fresh thanks
1315,Milk ,Home Delivery, Bera Foods Wholesalers , Western Australia  ,2988,2983, $12.49 ," $37,317.04 ", $13.44 , $-   ," $40,088.45 ",13/7/2021,7, July ,2021,agree,product was notvery fresh thanks
1316,Cheese,Home Delivery, Grocery Industries Australia Pty Ltd , South Australia  ,218,213, $13.18 ," $2,873.67 ", $14.13 , $-   ," $3,010.11 ",14/7/2021,9, September ,2021,disagree,product was very fresh thanks
1317,Eggs,Home Delivery, Complete Food Services , Northern Territory ,2074,2069, $13.88 ," $28,776.75 ", $14.83 , $-   ," $30,672.93 ",15/7/2021,9, September ,2021,Extremely Poor,I like your product 
1318,Cottage cheese,Home Delivery, Japan Foods Trading , NSW  ,1056,1051, $14.57 ," $15,383.82 ", $15.52 , $-   ," $16,309.43 ",16/7/2021,9, September ,2021,strongly agree,I don't like this product 
1319,Sour cream,Home Delivery, Basfoods Direct , Queensland ,671,666, $15.26 ," $10,240.15 ", $16.21 , $-   ," $10,796.55 ",17/7/2021,10, October ,2021,strongly diagree,product not receive ontime
1320,Yogurt,Grocery, Grocery Industries Australia Pty Ltd , Tasmania ,1514,1509, $15.95 ," $24,154.42 ", $16.90 , $-   ," $25,508.20 ",18/7/2021,10, October ,2021,strongly diagree,receive ontime 
1321,Beef,Market, Complete Food Services , Western Australia  ,274,269, $16.65 ," $4,561.29 ", $17.60 , $-   ," $4,733.61 ",19/7/2021,12, December ,2021,agree,I like your product 
1322,Wild Salmon,Fish Market, Japan Foods Trading , South Australia  ,1138,1133, $3.00 ," $3,414.00 ", $3.95 , $-   ," $4,475.35 ",20/7/2021,12, December ,2021,disagree,I don't like this product 
1323,Oranges,Grocery, Basfoods Direct , Northern Territory ,1465,1460, $2.00 ," $2,930.00 ", $2.95 , $-   ," $4,307.00 ",21/7/2021,3, March ,2021,strongly agree,product was very fresh thanks
1324,Apples,Orchard, Kahvecioglu Grand Foods , The Australian Capital Territory ,2646,2641, $1.50 ," $3,969.00 ", $2.45 , $-   ," $6,470.45 ",22/7/2021,9, September ,2021,strongly diagree,product was notvery fresh thanks
1325,Bananas,Grocery, NSM Foods Direct to Public Outlet Store , NSW  ,2177,2172, $1.75 ," $3,809.75 ", $2.70 , $-   ," $5,864.40 ",23/7/2021,10, October ,2021,agree,product was very fresh thanks
1326,Oranges,Grocery, Bera Foods Wholesalers , Queensland ,866,861, $2.00 ," $1,732.00 ", $2.95 , $-   ," $2,539.95 ",24/7/2021,5, May ,2021,disagree,product was not very fresh thanks
1327,Apples,Orchard, Royal Foods Australia Pty. Ltd. , Tasmania ,349,344, $5.00 ," $1,745.00 ", $5.95 , $-   ," $2,046.80 ",25/7/2021,9, September ,2021,Extremely Poor,prodict not receive ontime
1328,Bananas,Grocery, Real Food Distributors , Western Australia  ,2177,2172, $4.00 ," $8,708.00 ", $4.95 , $-   ," $10,751.40 ",26/7/2021,10, October ,2021,strongly agree,customer service was very friendly 
1329,Lettuce,Market, Quality Foods , South Australia  ,1514,1509, $3.50 ," $5,299.00 ", $4.45 , $-   ," $6,715.05 ",27/7/2021,10, October ,2021,strongly diagree,no one response my email
1330,Tomatoes,Market, First Ray , NSW  ,1865,1860, $4.00 ," $7,460.00 ", $4.95 , $-   ," $9,207.00 ",28/7/2021,2, February ,2021,strongly diagree,"there was an issue with my order, team resolve very quickly"
1331,Squash,Market, Mediterranean Wholesalers , Queensland ,1074,1069, $2.50 ," $2,685.00 ", $3.45 , $-   ," $3,688.05 ",29/7/2021,4, April ,2021,agree,I like your product 
1332,Celery,Grocery, Bruno Fine Foods , Tasmania ,1907,1902, $5.00 ," $9,535.00 ", $5.95 , $-   ," $11,316.90 ",30/7/2021,9, September ,2021,disagree,bad quality 
1333,Cucumber,Market, Basfoods Direct - Somerton Store , Western Australia  ,671,666, $11.00 ," $7,381.00 ", $11.95 , $-   ," $7,958.70 ",31/7/2021,10, October ,2021,strongly agree,good quality 
1334,Mushrooms,Grocery, Glendal Foods , South Australia  ,1778,1773, $7.00 ," $12,446.00 ", $7.95 , $-   ," $14,095.35 ",1/8/2021,12, December ,2021,strongly diagree,tasty 
1335,Milk ,Home Delivery, Grocery Industries Australia Pty Ltd , NSW  ,1159,1154, $6.00 ," $6,954.00 ", $6.95 , $-   ," $8,020.30 ",2/8/2021,10, October ,2021,agree,I like your product 
1336,Cheese,Home Delivery, Complete Food Services , Queensland ,1372,1367, $4.25 ," $5,831.00 ", $5.20 , $-   ," $7,108.40 ",3/8/2021,1, January ,2021,disagree,I don't like this product 
1337,Eggs,Home Delivery, Japan Foods Trading , Tasmania ,2349,2344, $12.00 ," $28,188.00 ", $12.95 , $-   ," $30,354.80 ",4/8/2021,9, September ,2021,Extremely Poor,prodict not receive ontime
1338,Cottage cheese,Home Delivery, Basfoods Direct , Western Australia  ,2689,2684, $20.00 ," $53,780.00 ", $20.95 , $-   ," $56,229.80 ",5/8/2021,10, October ,2021,strongly agree,receive ontime 
1339,Sour cream,Home Delivery, Kahvecioglu Grand Foods , South Australia  ,2431,2426, $11.80 ," $28,675.97 ", $12.75 , $-   ," $30,921.69 ",6/8/2021,12, December ,2021,strongly diagree,I like your product 
1340,Yogurt,Grocery, NSM Foods Direct to Public Outlet Store , Northern Territory ,2431,2426, $12.49 ," $30,360.69 ", $13.44 , $-   ," $32,602.94 ",7/8/2021,12, December ,2021,strongly diagree,I don't like this product 
1341,Beef,Market, Bera Foods Wholesalers , The Australian Capital Territory ,2689,2684, $13.18 ," $35,446.36 ", $14.13 , $-   ," $37,930.25 ",8/8/2021,10, October ,2021,agree,product not receive ontime
1342,Wild Salmon,Fish Market, Grocery Industries Australia Pty Ltd , Northern Territory ,1683,1678, $13.88 ," $23,351.63 ", $14.83 , $-   ," $24,876.35 ",9/8/2021,7, July ,2021,disagree,receive ontime 
1343,Oranges,Grocery, Complete Food Services , The Australian Capital Territory ,1123,1118, $14.57 ," $16,359.88 ", $15.52 , $-   ," $17,349.14 ",10/8/2021,8, August ,2021,strongly agree,I like your product 
1344,Apples,Orchard, Japan Foods Trading , NSW  ,1159,1154, $15.26 ," $17,687.53 ", $16.21 , $-   ," $18,707.53 ",11/8/2021,10, October ,2021,strongly diagree,I don't like this product 
1345,Bananas,Grocery, Basfoods Direct , Queensland ,1865,1860, $15.95 ," $29,754.29 ", $16.90 , $-   ," $31,441.52 ",12/8/2021,2, February ,2021,agree,I like your product 
1346,Lettuce,Market, Kahvecioglu Grand Foods , Tasmania ,1116,1111, $16.65 ," $18,578.12 ", $17.60 , $-   ," $19,550.33 ",13/8/2021,2, February ,2021,disagree,I don't like this product 
1347,Tomatoes,Market, NSM Foods Direct to Public Outlet Store , Western Australia  ,1563,1558, $3.00 ," $4,689.00 ", $3.95 , $-   ," $6,154.10 ",14/8/2021,5, May ,2021,Extremely Poor,product not receive ontime
1348,Squash,Market, Bera Foods Wholesalers , South Australia  ,991,986, $2.00 ," $1,982.00 ", $2.95 , $-   ," $2,908.70 ",15/8/2021,6, June ,2021,strongly agree,receive ontime 
1349,Oranges,Grocery, Grocery Industries Australia Pty Ltd , Northern Territory ,1016,1011, $1.50 ," $1,524.00 ", $2.45 , $-   ," $2,476.95 ",16/8/2021,11, November ,2021,strongly diagree,I like your product 
1350,Apples,Orchard, Complete Food Services , The Australian Capital Territory ,2791,2786, $1.75 ," $4,884.25 ", $2.70 , $-   ," $7,522.20 ",17/8/2021,11, November ,2021,strongly diagree,I don't like this product 
1351,Bananas,Grocery, Japan Foods Trading , NSW  ,570,565, $2.00 ," $1,140.00 ", $2.95 , $-   ," $1,666.75 ",18/8/2021,12, December ,2021,agree,product was very fresh thanks
1352,Lettuce,Market, Basfoods Direct , Queensland ,2487,2482, $5.00 ," $12,435.00 ", $5.95 , $-   ," $14,767.90 ",19/8/2021,12, December ,2021,disagree,product was notvery fresh thanks
1353,Tomatoes,Market, Grocery Industries Australia Pty Ltd , Tasmania ,1384.5,1379.5, $4.00 ," $5,538.00 ", $4.95 , $-   ," $6,828.53 ",20/8/2021,1, January ,2021,strongly agree,product was very fresh thanks
1354,Squash,Market, Complete Food Services , Western Australia  ,3627,3622, $3.50 ," $12,694.50 ", $4.45 , $-   ," $16,117.90 ",21/8/2021,7, July ,2021,strongly diagree,product was not very fresh thanks
1355,Celery,Grocery, Japan Foods Trading , South Australia  ,720,715, $4.00 ," $2,880.00 ", $4.95 , $-   ," $3,539.25 ",22/8/2021,9, September ,2021,agree,prodict not receive ontime
1356,Cucumber,Market, Basfoods Direct , Northern Territory ,2342,2337, $2.50 ," $5,855.00 ", $3.45 , $-   ," $8,062.65 ",23/8/2021,11, November ,2021,disagree,customer service was very friendly 
1357,Mushrooms,Grocery, Kahvecioglu Grand Foods , The Australian Capital Territory ,1100,1095, $5.00 ," $5,500.00 ", $5.95 , $-   ," $6,515.25 ",24/8/2021,12, December ,2021,Extremely Poor,no one response my email
1358,Milk ,Home Delivery, NSM Foods Direct to Public Outlet Store , NSW  ,1303,1298, $11.00 ," $14,333.00 ", $11.95 , $-   ," $15,511.10 ",25/8/2021,2, February ,2021,strongly agree,"there was an issue with my order, team resolve very quickly"
1359,Cheese,Home Delivery, Bera Foods Wholesalers , Queensland ,2992,2987, $7.00 ," $20,944.00 ", $7.95 , $-   ," $23,746.65 ",26/8/2021,3, March ,2021,strongly diagree,I like your product 
1360,Eggs,Home Delivery, Royal Foods Australia Pty. Ltd. , Tasmania ,2385,2380, $6.00 ," $14,310.00 ", $6.95 , $-   ," $16,541.00 ",27/8/2021,3, March ,2021,strongly diagree,bad quality 
1361,Cottage cheese,Home Delivery, Real Food Distributors , Western Australia  ,1607,1602, $4.25 ," $6,829.75 ", $5.20 , $-   ," $8,330.40 ",28/8/2021,4, April ,2021,agree,good quality 
1362,Sour cream,Home Delivery, Quality Foods , South Australia  ,2327,2322, $12.00 ," $27,924.00 ", $12.95 , $-   ," $30,069.90 ",29/8/2021,5, May ,2021,disagree,tasty 
1363,Yogurt,Grocery, First Ray , Northern Territory ,991,986, $20.00 ," $19,820.00 ", $20.95 , $-   ," $20,656.70 ",30/8/2021,6, June ,2021,strongly agree,I like your product 
1364,Beef,Market, Mediterranean Wholesalers , NSW  ,602,597, $11.80 ," $7,101.17 ", $12.75 , $-   ," $7,609.34 ",31/8/2021,6, June ,2021,strongly diagree,I don't like this product 
1365,Wild Salmon,Fish Market, Bruno Fine Foods , Queensland ,2620,2615, $12.49 ," $32,721.10 ", $13.44 , $-   ," $35,142.91 ",1/9/2021,9, September ,2021,agree,prodict not receive ontime
1366,Oranges,Grocery, Basfoods Direct - Somerton Store , Tasmania ,1228,1223, $13.18 ," $16,187.48 ", $14.13 , $-   ," $17,283.42 ",2/9/2021,10, October ,2021,disagree,receive ontime 
1367,Apples,Orchard, Glendal Foods , Western Australia  ,1389,1384, $13.88 ," $19,272.38 ", $14.83 , $-   ," $20,517.80 ",3/9/2021,10, October ,2021,Extremely Poor,I like your product 
1368,Bananas,Grocery, Grocery Industries Australia Pty Ltd , South Australia  ,861,856, $14.57 ," $12,543.06 ", $15.52 , $-   ," $13,283.42 ",4/9/2021,10, October ,2021,strongly agree,I don't like this product 
1369,Lettuce,Market, Complete Food Services , Northern Territory ,704,699, $15.26 ," $10,743.76 ", $16.21 , $-   ," $11,331.51 ",5/9/2021,10, October ,2021,strongly diagree,product not receive ontime
1370,Tomatoes,Market, Japan Foods Trading , The Australian Capital Territory ,1802,1797, $15.95 ," $28,749.19 ", $16.90 , $-   ," $30,376.57 ",6/9/2021,12, December ,2021,strongly diagree,receive ontime 
1371,Squash,Market, Basfoods Direct , NSW  ,2663,2658, $16.65 ," $44,331.12 ", $17.60 , $-   ," $46,772.98 ",7/9/2021,12, December ,2021,agree,I like your product 
1372,Oranges,Grocery, Kahvecioglu Grand Foods , Queensland ,2136,2131, $3.00 ," $6,408.00 ", $3.95 , $-   ," $8,417.45 ",8/9/2021,12, December ,2021,disagree,I don't like this product 
1373,Apples,Orchard, NSM Foods Direct to Public Outlet Store , Tasmania ,2116,2111, $2.00 ," $4,232.00 ", $2.95 , $-   ," $6,227.45 ",9/9/2021,12, December ,2021,strongly agree,product was very fresh thanks
1374,Bananas,Grocery, Bera Foods Wholesalers , Western Australia  ,555,550, $1.50 , $832.50 , $2.45 , $-   ," $1,347.50 ",10/9/2021,1, January ,2021,strongly diagree,product was notvery fresh thanks
1375,Lettuce,Market, Grocery Industries Australia Pty Ltd , South Australia  ,2861,2856, $1.75 ," $5,006.75 ", $2.70 , $-   ," $7,711.20 ",11/9/2021,1, January ,2021,agree,product was very fresh thanks
1376,Tomatoes,Market, Complete Food Services , NSW  ,807,802, $2.00 ," $1,614.00 ", $2.95 , $-   ," $2,365.90 ",12/9/2021,2, February ,2021,disagree,I like your product 
1377,Squash,Market, Japan Foods Trading , Queensland ,602,597, $5.00 ," $3,010.00 ", $5.95 , $-   ," $3,552.15 ",13/9/2021,6, June ,2021,Extremely Poor,I don't like this product 
1378,Celery,Grocery, Basfoods Direct , Tasmania ,2832,2827, $4.00 ," $11,328.00 ", $4.95 , $-   ," $13,993.65 ",14/9/2021,8, August ,2021,strongly agree,product not receive ontime
1379,Cucumber,Market, Kahvecioglu Grand Foods , Western Australia  ,1579,1574, $3.50 ," $5,526.50 ", $4.45 , $-   ," $7,004.30 ",15/9/2021,8, August ,2021,strongly diagree,receive ontime 
1380,Mushrooms,Grocery, NSM Foods Direct to Public Outlet Store , South Australia  ,861,856, $4.00 ," $3,444.00 ", $4.95 , $-   ," $4,237.20 ",16/9/2021,10, October ,2021,strongly diagree,I like your product 
1381,Milk ,Home Delivery, Bera Foods Wholesalers , NSW  ,704,699, $2.50 ," $1,760.00 ", $3.45 , $-   ," $2,411.55 ",17/9/2021,10, October ,2021,agree,I don't like this product 
1382,Cheese,Home Delivery, Grocery Industries Australia Pty Ltd , Queensland ,1033,1028, $5.00 ," $5,165.00 ", $5.95 , $-   ," $6,116.60 ",18/9/2021,12, December ,2021,disagree,product was very fresh thanks
1383,Eggs,Home Delivery, Complete Food Services , Tasmania ,1250,1245, $11.00 ," $13,750.00 ", $11.95 , $-   ," $14,877.75 ",19/9/2021,12, December ,2021,strongly agree,product was notvery fresh thanks
1384,Cottage cheese,Home Delivery, Japan Foods Trading , Western Australia  ,1389,1384, $7.00 ," $9,723.00 ", $7.95 , $-   ," $11,002.80 ",20/9/2021,10, October ,2021,strongly diagree,product was very fresh thanks
1385,Sour cream,Home Delivery, Basfoods Direct , South Australia  ,1265,1260, $6.00 ," $7,590.00 ", $6.95 , $-   ," $8,757.00 ",21/9/2021,11, November ,2021,agree,product was not very fresh thanks
1386,Yogurt,Grocery, Grocery Industries Australia Pty Ltd , Northern Territory ,2297,2292, $4.25 ," $9,762.25 ", $5.20 , $-   ," $11,918.40 ",22/9/2021,11, November ,2021,disagree,prodict not receive ontime
1387,Beef,Market, Complete Food Services , The Australian Capital Territory ,2663,2658, $12.00 ," $31,956.00 ", $12.95 , $-   ," $34,421.10 ",23/9/2021,12, December ,2021,Extremely Poor,customer service was very friendly 
1388,Wild Salmon,Fish Market, Japan Foods Trading , Northern Territory ,570,565, $20.00 ," $11,400.00 ", $20.95 , $-   ," $11,836.75 ",24/9/2021,12, December ,2021,strongly agree,no one response my email
